License_Number,Hospital_Name,Year,City,FICA,State_Unemployment_Compensation,Worker_s_Compensation,Group_Health_Insurance,Group_Life_Insurance,Pension___Retirement,Other_Employee_Benefits,Total_Employee_Benefits,Building_Rent_Lease,Equipment_Rent_Lease,Total_Rent_Lease,Fixed_Assets_Depreciation_Expense_Beginning_Balance_Land,Fixed_Assets_Additions_Land,Fixed_Assets_Retirememts_Land,Fixed_Assets_Ending_Balance_Land,Fixed_Assets_Beginning_Balance_Land_Improvements,Fixed_Assets_Additions_Land_Improvements,Fixed_Assets_Retirememts_Land_Improvements,Fixed_Assets_Ending_Balance_Land_Improvements,Fixed_Assets_Beginning_Balance_Buildings,Fixed_Assets_Additions_Buildings,Fixed_Assets_Retirememts_Buildings,Fixed_Assets_Ending_Balance_Buildings,Fixed_Assets_Beginning_Balance_Fixed_Equip_Building_Service,Fixed_Assets_Additions_Fixed_Equipment_Building_Service,Fixed_Assets_Retirememts_Fixed_Equipment_Building_Service,Fixed_Assets_Ending_Balance_Fixed_Equip_Building_Services,Fixed_Assets_Beginning_Balance_Fixed_Equipment_Other,Fixed_Assets_Additions_Fixed_Equipment_Other,Fixed_Assets_Retirememts_Fixed_Equipment_Other,Fixed_Assets_Ending_Balance_Fixed_Equipment_Other,Fixed_Assets_Beginning_Balance_Equipment_Major_Moveable,Fixed_Assets_Additions_Equipment_Major_Moveable,Fixed_Assets_Retirememts_Equipment_Major_Moveable,Fixed_Assets_Ending_Balance_Equipment_Major_Moveable,Fixed_Assets_Beginning_Balance_Equipment_Minor_Moveable,Fixed_Assets_Additions_Equipment_Minor_Moveable,Fixed_Assets_Retirememts_Equipment_Minor_Moveable,Fixed_Assets_Ending_Balance_Equipment_Minor_Moveable,Fixed_Assets_Beginning_Balance_Leasehold_Improvements,Fixed_Assets_Additions_Leasehold_Improvements,Fixed_Assets_Retirememts_Leasehold_Improvements,Fixed_Assets_Ending_Balance_Leasehold_Improvements,Fixed_Assets_Beginning_Balance_Construction_in_Progress,Fixed_Assets_Additions_Construction_in_Progress,Fixed_Assets_Retirememts_Construction_in_Progress,Fixed_Assets_Ending_Balance_Construction_in_Progress,Fixed_Assets_Total_Beginning_Balance,Fixed_Assets_Total_Additions,Fixed_Assets_Total_Retirememts,Fixed_Assets_Total_Ending_Balance,Accumulated_Depreciation_Beginning_Balance_Land,Accumulated_Depreciation_Provision_Land,Accumulated_Depreciation_Retirements_Land,Accumulated_Depreciation_Ending_Balance_Land,Accumulated_Depreciation_Beginning_Balance_Land_Improvements,Accumulated_Depreciation_Provision_Land_Improvements,Accumulated_Depreciation_Retirements_Land_Improvements,Accumulated_Depreciation_Ending_Balance_Land_Improvements,Accumulated_Depreciation_Beginning_Balance_Buildings,Accumulated_Depreciation_Provision_Buildings,Accumulated_Depreciation_Retirements_Buildings,Accumulated_Depreciation_Ending_Balance_Buildings,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Building_Services,Accumulated_Depreciation_Provision_Fixed_Equip_Building_Services,Accumulated_Depreciation_Retirements_Fixed_Equip_Building_Services,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Building_Services,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Other,Accumulated_Depreciation_Provision_Fixed_Equip_Other,Accumulated_Depreciation_Retirements_Fixed_Equip_Other,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Other,Accumulated_Depreciation_Beginning_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Provision_Equipment_Major_Moveable,Accumulated_Depreciation_Retirements_Equipment_Major_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Beginning_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Provision_Equipment_Minor_Moveable,Accumulated_Depreciation_Retirements_Equipment_Minor_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Beginning_Balance_Leasehold_Improvements,Accumulated_Depreciation_Provision_Leasehold_Improvements,Accumulated_Depreciation_Retirements_Leasehold_Improvements,Accumulated_Depreciation_Ending_Balance_Leasehold_Improvements,Accumulated_Depreciation_Beginning_Balance_Construction_in_Progress,Accumulated_Depreciation_Provision_Construction_in_Progress,Accumulated_Depreciation_Retirements_Construction_in_Progress,Accumulated_Depreciation_Ending_Balance_Construction_in_Progress,Accumulated_Depreciation_Total_Beginning_Balance,Accumulated_Depreciation_Total_Provision,Accumulated_Depreciation_Total_Retirements,Total_Ending_Balance,Total_Insurance_Malpractice,Total_Insurance_Other,Total_Insurance,License_Fees,Taxes_Other_than_Income,Other_Licenses___Taxes,Total_Licenses___Taxes,Total_Interest_Working_Cap,Total_Interest_Other,Total_Interest_Expense,Provision_for_Bad_Debt,Medicare_Contractuals_,Medicaid_Contractuals,Workers_Comp_,Other_Government_Programs,Negotiated_Rate_,Other_Contractuals,Total_Contractual_Adjustments,Number_of_Charity_Care_Patients_,Total_Charity_Care,Other_Deductions,Total_Deductions_from_Revenue
79,Pacific County Public Healthcare Services Distric,2017,Ilwaco,0,0,0,1520176,0,479800,980040,2980016,38685,0,38685,472509,0,0,472509,160430,0,0,160430,13267774,0,0,13267774,0,124094,0,124094,1308375,2263337,0,3571712,8029189,58657,0,8087846,0,66571,0,66571,3406,58657,0,62063,0,0,0,0,23241683,2571316,0,25812999,0,0,0,0,142289,6879,0,149168,8980404,463909,0,9444313,0,4913,0,4913,1156264,239787,0,1396051,6807702,466590,0,7274292,0,1159,0,1159,3236,978,0,4214,0,0,0,0,17089895,17089895,17089895,51269685,76329,136353,212682,0,121827,0,121827,137438,0,137438,1288155,13449393,4828633,0,0,4194817,0,22472843,0,480851,1055502,25297351
80,Odessa Memorial Healthcare Center,2017,"Odessa, WA 9915",233792,9787,78649,420055,5540,54608,12592,815023,2400,14682,17082,16481,0,0,16481,265966,0,0,265966,2960374,0,0,2960374,3619355,23026,0,3642381,0,0,0,0,3087547,49667,0,3137214,20476,0,0,20476,0,0,0,0,0,7224,0,7224,9970199,79917,0,10050116,0,0,0,0,197133,10229,0,207362,1801611,96353,0,1897964,2366214,174396,0,2540610,0,0,0,0,2781331,101087,0,2882418,0,0,0,0,0,0,0,0,0,0,0,0,7146289,7146289,7146289,21438867,26173,24052,50225,10375,24931,0,35306,0,81137,81137,40400,-2726115,298044,20324,0,249185,0,-2158562,0,17259,0,-2100903
81,Good Samaritan Hospital,2017,Puyallup,10525237,0,0,20086158,0,0,8105841,38717236,4821140,645189,5466329,8693151,2982327,0,11675478,4061035,0,0,4061035,537493177,4469310,0,541962487,0,0,0,0,9672597,0,0,9672597,83829041,4953393,1265347,90047781,729392,0,0,729392,10939010,-352284,-176142,10410584,0,0,0,0,655417403,12052746,1089205,668559354,0,0,0,0,3392086,121035,0,3513121,157463098,14075173,-1170031,170368240,0,0,0,0,8439632,228100,0,8667732,63528629,5777446,1434394,70740469,719368,2455,0,721823,6903211,808887,-59879,7652219,0,0,0,0,240446024,240446024,240446024,721338072,835256,0,835256,176788,4839917,0,5016705,0,13122042,13122042,8106931,672339134,304181020,20336279,38496066,0,269145420,1304497919,6663,32969697,15753311,1361327858
82,Garfield County Public Hospital District,2017,"Pomeroy, 99347",233231,52684,97499,528858,1814,57973,4013,976072,0,57299,57299,83983,0,0,83983,234472,0,0,234472,1462273,0,0,1462273,0,0,0,0,964729,2,0,964731,2314589,2974,0,2317563,0,0,0,0,0,0,0,0,16536,0,0,16536,5076582,2976,0,5079558,0,0,0,0,234472,0,0,234472,1126061,41399,0,1167460,0,0,0,0,796342,33874,0,830216,1504582,259593,0,1764175,0,0,0,0,0,0,0,0,0,0,0,0,3661457,3661457,3661457,10984371,0,27731,27731,14925,0,0,14925,10406,0,10406,87514,-2230365,852617,33664,0,0,455338,-888746,19,10402,261534,-529296
84,Providence Regional Medical Center Everett,2017,Everett,18549058,276830,-285930,0,0,4630269,696579,23866806,1081967,6589702,7671669,23663142,0,0,23663142,9178897,-42760,0,9136137,606682203,4939230,0,611621433,0,0,0,0,58528559,0,0,58528559,188153790,3411779,0,191565569,3345028,0,0,3345028,781019,0,0,781019,1889608,2890265,0,4779873,892222246,11198514,0,903420760,0,0,0,0,5349143,445776,0,5794919,218070249,18699361,297632,237067242,0,0,0,0,44926322,760654,0,45686976,143258737,9438686,0,152697423,3346426,0,0,3346426,760271,14646,0,774917,0,0,0,0,415711148,415711148,415711148,1247133444,0,75,75,209519,25892587,0,26102106,0,17250726,17250726,6444879,800416689,299171783,14527246,43489753,325784398,12063892,1495453761,2224,36952894,0,1538851534
85,Jefferson County Public Hospital District No 2,2017,Port Townsend,3478239,70149,219904,6104529,87082,1838731,15440,11814074,877196,526757,1403953,565776,152292,0,718068,4098006,0,69848,4167854,35330704,4450223,85000,39865927,0,0,0,0,0,0,0,0,35096039,3998918,2579741,41674698,0,0,0,0,577382,628659,0,1206041,1501340,5192684,6524060,13218084,77169247,14422776,9258649,100850672,0,0,0,0,818223,255931,69848,1144002,14671318,1826355,85000,16582673,0,0,0,0,0,0,0,0,0,0,0,0,20270813,2191287,2521867,24983967,340443,139818,0,480261,0,0,0,0,36100797,36100797,36100797,108302391,452848,156037,608885,0,119016,543381,662397,844863,48750,893613,2778473,72192554,19516709,1249870,0,0,0,92959133,1854,1437426,15652275,112827307
96,Skyline Health,2017,White Salmon,700692,60235,196578,787000,6252,175092,551042,2476891,0,34809,34809,474331,0,0,474331,304123,199862,0,503985,17338956,120941,0,17459897,0,0,0,0,590576,0,0,590576,0,0,0,0,5601925,439080,133766,6174771,0,0,0,0,254453,782601,362558,1399612,24564364,1542484,496324,26603172,0,0,0,0,138898,55,0,138953,6824487,763076,0,7587563,0,0,0,0,347967,584,0,348551,4944198,233400,133767,5311365,0,0,0,0,0,0,0,0,0,0,0,0,12255550,12255550,12255550,36766650,73302,58283,131585,6242,101597,0,107839,0,819410,819410,402858,3392902,3594875,96041,0,0,2371629,9455447,68,139435,613364,10611104
102,Astria Regional Medical Center,2017,Yakima,1139847,415600,-100,1804982,0,0,507,3360836,-150200,1369999,1219799,3818200,0,0,3818200,1830000,0,0,1830000,30185802,83359,0,30269161,75946,34727,0,110673,0,0,0,0,10698610,21624,0,10720234,1399656,64602,0,1464258,0,0,0,0,0,0,0,0,48008214,204312,0,48212526,0,0,0,0,655750,49710,0,705460,12222422,864863,0,13087285,10809,2187,0,12996,0,0,0,0,7002325,235701,0,7238026,701153,70984,0,772137,0,0,0,0,0,0,0,0,20592459,20592459,20592459,61777377,196207,24610,220817,72378,1507829,0,1580207,0,0,0,1991926,60205407,5206778,0,1813372,46504281,37289535,151019373,243,1126121,0,154137420
104,EvergreenHealth Monroe,2017,Monroe,1554058,91799,240283,0,0,499895,2513514,4899549,801854,368474,1170328,1878610,0,0,1878610,1145661,0,0,1145661,22237141,985512,0,23222653,2446962,27878,0,2474840,24382,0,0,24382,16921950,1624876,477499,19024325,0,0,0,0,2836105,215437,0,3051542,905374,1269943,1295150,3470467,48396185,4123646,1772649,54292480,0,0,0,0,711056,55215,0,766271,16168883,852542,0,17021425,1264687,53251,0,1317938,897590,28253,0,925843,14077592,844274,366192,15288058,21147,1765,0,22912,1712231,171861,0,1884092,0,0,0,0,34853186,34853186,34853186,104559558,164452,144788,309240,0,0,37412,37412,0,1031025,1031025,4797015,29696262,24749928,1699136,1466622,15646935,0,73258883,560,586514,10553,78652965
106,CASCADE VALLEY HOSPITAL,2017,Arlington,1516812,13389,0,1944016,34758,1037179,173938,4720092,492325,143580,635905,0,0,0,0,20184,0,0,20184,0,30339,0,30339,0,0,0,0,0,43188,0,43188,397400,1973300,0,2370700,0,0,0,0,0,0,0,0,0,0,0,0,417584,2046827,0,2464411,0,0,0,0,336,1346,0,1682,0,1053,0,1053,0,0,0,0,0,1783,0,1783,10364,160511,0,170875,0,0,0,0,0,0,0,0,0,0,0,0,10700,10700,10700,32100,0,-1311,-1311,25908,534846,0,560754,0,47964,47964,6712066,29240984,26957670,1060485,3713369,15968449,11534983,88475940,0,-480026,0,94707980
107,NORTH VALLEY HOSPITAL OCPHD#4,2017,TONASKET,770598,74942,63090,1273639,0,38158,39726,2260153,34142,335975,370117,358540,0,0,358540,719936,0,0,719936,13118367,156729,0,13275096,0,0,0,0,6362650,16389,0,6379039,5271739,162661,47611,5482011,0,0,0,0,0,0,0,0,93448,34278,93448,221174,25924680,370057,141059,26435796,0,0,0,0,623449,74825,0,698274,4750481,417085,0,5167566,0,0,0,0,4215452,266072,0,4481524,4071896,362468,47611,4481975,0,0,0,0,0,0,0,0,0,0,0,0,13661278,13661278,13661278,40983834,87896,42316,130212,292318,128935,0,421253,0,736278,736278,1544091,6836171,6409035,0,0,2568275,0,15813481,663,439901,0,17797473
108,Tri-State Memorial Hospital,2017,Clarkston,2005192,0,319286,3430984,289900,946554,1623,6993539,17100,475373,492473,643366,0,0,643366,985913,93431,0,1079344,38368816,556630,0,38925446,608311,0,0,608311,2407751,0,0,2407751,30569291,2627478,0,33196769,0,0,0,0,248300,0,0,248300,478112,24920,0,503032,74309860,3302459,0,77612319,0,0,0,0,359978,59984,0,419962,14894881,1405915,0,16300796,591349,4748,0,596097,2177787,275,0,2178062,20394491,2864291,0,23258782,0,0,0,0,248300,0,0,248300,0,0,0,0,38666786,38666786,38666786,116000358,394190,99498,493688,44272,766974,0,811246,634519,0,634519,1311015,48827098,9392450,602368,2281104,0,8087402,69190422,3632,1822022,316758,72640217
111,EAST ADAMS RURAL HEALTHCARE,2017,903 S ADAMS STR,286367,4768,22867,484355,6217,65717,0,870291,27307,9880,37187,206698,0,0,206698,158814,73165,0,231979,9627130,1398689,0,11025819,0,0,0,0,2141258,107820,0,2249078,4201973,158999,0,4360972,0,0,0,0,0,0,0,0,1146466,0,1123047,2269513,17482339,1738673,1123047,20344059,0,0,0,0,25721,17366,0,43087,849824,505483,0,1355307,0,0,0,0,378563,116427,0,494990,2964186,422635,0,3386821,0,0,0,0,0,0,0,0,0,0,0,0,4218294,4218294,4218294,12654882,74188,2823,77011,0,97480,0,97480,383006,0,383006,996012,-693058,1413579,0,0,0,1626941,2347462,0,42587,130371,3516432
126,Highline Medical Center,2017,Burien,4434172,143227,1145405,8846748,40692,3356230,229372,18195846,1548094,730770,2278864,5035381,2451629,0,7487010,101381,1027194,0,1128575,93911488,0,0,93911488,4276512,25039161,0,29315673,978111,1707196,0,2685307,53579097,4269390,3147055,60995542,0,0,0,0,320699,0,319275,639974,34244372,1727456,35456286,71428114,192447041,36222026,38922616,267591683,0,0,0,0,37647,70483,0,108130,10900493,3253445,0,14153938,483907,1519723,0,2003630,171073,968561,735843,1875477,20825430,6236900,4121633,31183963,0,0,0,0,315076,204,314415,629695,0,0,0,0,32733626,32733626,32733626,98200878,1616265,260921,1877186,58905,10305261,0,10364166,5362099,0,5362099,9485059,295757036,191352348,0,0,134687071,26845083,648641538,3124,17424658,0,675551255
128,University of Washington Medical Center,2017,Seattle,26649050,311717,3255568,56311338,0,38748243,2592189,127868105,5722870,4312914,10035784,2631402,0,0,2631402,9989578,0,736361,10725939,695592564,22489496,12355536,730437596,112695173,7829840,10479610,131004623,1432522,0,-4841,1427681,399376232,19925803,25320556,444622591,0,0,0,0,0,0,0,0,36069878,740554,3223759,40034191,1257787349,50985693,52110981,1360884023,0,0,0,0,3993609,328546,736361,5058516,272882032,24872728,12348207,310102967,91992860,2372752,10479492,104845104,0,0,0,0,340513490,24578745,25061633,390153868,0,0,0,0,0,0,0,0,0,0,0,0,709381991,709381991,709381991,2128145973,4628054,933001,5561055,381268,0,0,381268,14101797,0,14101797,11490957,600548278,308329671,0,0,553775813,0,1462653762,1185,28801450,35955253,1538901422
129,Quincy Valley Medical Center,2017,Quincy,227616,49528,103814,287398,0,0,6849,675205,0,300106,300106,444175,0,0,444175,208696,0,0,208696,5072331,0,0,5072331,0,0,0,0,0,0,0,0,4366735,30731,16033,4413499,0,0,0,0,0,0,0,0,1379,5516,6895,13790,10093316,36247,22928,10152491,0,0,0,0,206469,637,0,207106,4148216,154299,0,4302515,0,0,0,0,0,0,0,0,3794328,166997,16033,3977358,0,0,0,0,0,0,0,0,0,0,0,0,8149013,8149013,8149013,24447039,15876,45066,60942,0,32760,0,32760,235210,0,235210,365893,-190279,447713,0,0,0,1187480,1444914,0,162270,0,1973077
130,UW Medical Center ? Northwest,2017,Seattle,10991244,144419,1352861,15581417,64497,4924690,2687580,35746708,4673742,3956265,8630007,10816822,0,0,10816822,5984429,0,0,5984429,134497495,7693600,0,142191095,46637015,40126,0,46677141,0,105250,0,105250,170229961,7471726,740571,178442258,0,0,0,0,20352667,255678,2454529,23062874,4011880,14033676,15573396,33618952,392530269,29600056,18768496,440898821,0,0,0,0,5142430,175579,0,5318009,82160593,5623063,0,87783656,36996609,653761,0,37650370,0,0,0,0,144212636,8833787,311824,153358247,0,0,0,0,12459476,1160668,2265867,15886011,0,0,0,0,280971744,280971744,280971744,842915232,1305760,1270702,2576462,165677,10494559,0,10660236,0,3825296,3825296,8243193,367958242,117767746,-122667,14002491,200521871,41879286,742006969,2061,12843266,2234528,765327956
131,Overlake Hospital Medical Center,2017,Bellevue,14587762,311185,1909133,21871949,0,13489882,2055857,54225768,12982579,304017,13286596,2151141,0,0,2151141,4841115,0,0,4841115,214007703,5769395,2023329,221800427,43105129,2192286,2351984,47649399,0,0,0,0,201259053,16022837,5365985,222647875,0,0,0,0,0,0,0,0,6215778,12209040,0,18424818,471579919,36193558,9741298,517514775,0,0,0,0,3958798,94935,0,4053733,97343034,9089227,2023274,108455535,29329925,2841608,2386119,34557652,0,0,0,0,137703337,18428297,5310764,161442398,0,0,0,0,0,0,0,0,0,0,0,0,268335094,268335094,268335094,805005282,5278878,1284354,6563232,832068,20837009,0,21669077,0,7189724,7189724,8719855,481945070,60310547,9328596,6054458,349544868,17981079,925164618,4386,15687999,853259,950425731
132,St. Clare Hospital,2017,Lakewood,3236285,159982,488156,5430767,48792,2129656,463528,11957166,1332344,1211754,2544098,1860281,0,0,1860281,1808999,0,0,1808999,30083486,0,0,30083486,8120013,15374,0,8135387,14001670,0,81324,14082994,54837601,3018871,0,57856472,0,0,0,0,714699,0,2319,717018,779393,266577,716602,1762572,112206142,3300822,800245,116307209,0,0,0,0,744463,54220,0,798683,10576982,882969,0,11459951,1648186,386276,0,2034462,9908871,302077,63939,10274887,40256068,3049903,107829,43413800,0,0,0,0,448685,23655,67724,540064,0,0,0,0,63583255,63583255,63583255,190749765,957177,126823,1084000,41949,5751234,0,5793183,0,100783,100783,4100019,296763201,207418754,0,48694754,84567946,5884291,643328946,3681,13866428,5716390,667011783
134,Island Hospital,2017,Anacortes,2996730,139515,545107,4902671,21177,1538041,183577,10326818,596161,160588,756749,4708577,0,0,4708577,2130330,0,0,2130330,69959097,393214,0,70352311,8707358,146381,0,8853739,0,0,0,0,28658116,999295,661818,30319229,0,0,0,0,0,0,0,0,1156418,5444432,732186,7333036,115319896,6983322,1394004,123697222,0,0,0,0,1501355,82177,0,1583532,21985527,1555527,0,23541054,6356192,412895,0,6769087,0,0,0,0,21864141,2050625,641056,24555822,0,0,0,0,0,0,0,0,0,0,0,0,51707215,51707215,51707215,155121645,556546,207267,763813,74823,577752,0,652575,1823911,0,1823911,1621023,77580400,17405942,2601164,12115483,1598033,23230787,134531809,711,628277,0,136781109
137,LINCOLN COUNTY HOSPITAL DISTRICT # 3,2017,DAVENPORT,0,0,0,0,0,0,0,0,159600,130676,290276,157564,0,0,157564,324429,0,0,324429,3291495,0,0,3291495,1065186,0,0,1065186,4966371,0,0,4966371,6093284,96894,0,6190178,123511,0,0,123511,88241,0,0,88241,325,77855,0,78180,16110406,174749,0,16285155,0,0,0,0,289340,3738,0,293078,2613990,90690,0,2704680,825916,28633,0,854549,4415417,86425,0,4501842,4884580,505501,0,5390081,36145,15765,0,51910,40062,15626,0,55688,0,0,0,0,13105450,13105450,13105450,39316350,182003,48816,230819,0,0,0,0,0,64158,64158,405846,652387,139605,0,0,3559427,0,4351419,0,103073,0,4860338
138,Swedish Edmonds,2017,Edmonds,6659323,0,0,0,0,0,441269,7100592,10813167,321953,11135120,0,0,0,0,2551,0,0,2551,59691542,161733,9823,59863098,0,0,0,0,2831273,3261,0,2834534,51972207,2664011,66473,54702691,983,0,0,983,0,12414944,0,12414944,13562576,-12413758,0,1148818,128061132,2830191,76296,130967619,0,0,0,0,319,255,0,574,4435077,1940551,5429,6381057,0,0,0,0,322065,213347,0,535412,34557766,4902766,64598,39525130,507,293,0,800,0,824708,0,824708,0,0,0,0,39315734,39315734,39315734,117947202,0,111612,111612,4391,9076890,0,9081281,0,2143434,2143434,7723358,300167336,116246936,5154,-64751,153566536,38654352,608575563,633,15094108,0,631393029
139,HOLY FAMILY HOSPITAL,2017,Spokane,4208094,24495,-68753,0,0,1122902,53669,5340407,283039,937752,1220791,3207978,241989,253612,3703579,2540480,0,0,2540480,92758567,742875,491000,93992442,0,0,0,0,6260636,0,0,6260636,34771263,380922,0,35152185,315360,0,0,315360,1095646,0,0,1095646,280050,2857436,-2822,3134664,141229980,4223222,741790,146194992,0,0,0,0,1868344,98157,0,1966501,48518137,2877551,294632,51690320,0,0,0,0,5134526,206179,0,5340705,29525631,1064003,-202,30589432,306196,664,0,306860,1011359,14269,0,1025628,0,0,0,0,86364193,86364193,86364193,259092579,0,3348,3348,47808,7146245,0,7194053,0,2230900,2230900,1343705,210802092,115360242,8487937,13299355,55379963,1268552,404598141,760,8621928,0,414563774
140,Kittitas Valley Healthcare,2017,Ellensburg,2584882,50746,128275,3606105,0,2312192,491669,9173869,709169,579148,1288317,1499300,825430,0,2324730,409791,8439,0,418230,28580717,9209772,0,37790489,4296066,0,40882,4336948,354721,0,0,354721,23713504,1399930,1147322,26260756,0,0,0,0,608043,256574,0,864617,1674509,12533382,9995581,24203472,61136651,24233527,11183785,96553963,0,0,0,0,406565,7282,0,413847,12673423,1115065,0,13788488,3114001,216345,40882,3371228,119800,30139,0,149939,18760999,1523911,1116193,21401103,0,0,0,0,406234,39414,0,445648,0,0,0,0,35481022,35481022,35481022,106443066,310300,200597,510897,29986,823307,0,853293,0,445733,445733,2657529,25315322,15529776,0,0,0,16193036,57038134,0,1109403,0,60805066
141,Columbia County Public Hospital District No. 1,2017,Dayton,541758,22801,47546,641260,0,85963,27385,1366713,28880,110923,139803,204226,0,0,204226,314052,138902,0,452954,6386786,3658636,64879,10110301,0,0,0,0,6457920,396099,0,6854019,3286110,521325,144398,3951833,0,0,0,0,0,0,0,0,2294121,2254110,4251892,8800123,18943215,6969072,4461169,30373456,0,0,0,0,271555,14605,0,286160,3890671,375978,34234,4300883,0,0,0,0,5193679,292283,0,5485962,1989351,366031,101848,2457230,0,0,0,0,0,0,0,0,0,0,0,0,11345256,11345256,11345256,34035768,82018,56058,138076,32741,110170,0,142911,328488,34171,362659,557109,-961062,-125231,0,0,0,4965145,3878852,0,69992,0,4505953
142,St Michael Medical Center,2017,Silverdale,10731146,570635,2255545,16609660,143715,5300345,358508,35969554,5861371,2408217,8269588,10245719,0,0,10245719,2319120,0,0,2319120,105348137,0,0,105348137,8674950,147138,0,8822088,4320637,0,16539,4337176,117198178,838025,977433,119013636,0,0,0,0,17265289,1086808,381,18352478,19401846,32819081,0,52220927,284773876,34891052,994353,320659281,0,0,0,0,225301,548363,0,773664,11090936,8827878,0,19918814,922480,1346708,0,2269188,1040049,579269,0,1619318,57961402,14925042,6519093,79405537,0,0,0,0,8000089,1938613,107,9938809,0,0,0,0,79240257,79240257,79240257,237720771,3650017,295925,3945942,0,13404738,0,13404738,0,2930446,2930446,5153795,830755170,295295920,0,0,0,314074102,1440125192,7019,11451781,9624907,1466355675
145,PeaceHealth St Joseph Medical Center,2017,Bellingham,13011774,319539,2579098,23586129,98072,12286161,1018655,52899428,4841639,1048335,5889974,8860024,0,0,8860024,9726668,79035,0,9805703,178021202,2329980,0,180351182,0,0,0,0,76532625,2182862,0,78715487,100929951,5758933,3563312,110252196,0,0,0,0,2819591,0,0,2819591,1107713,-590005,0,517708,377997774,9760805,3563312,391321891,0,0,0,0,6371828,417674,0,6789502,102376319,5779006,0,108155325,0,0,0,0,34650053,3995793,0,38645846,76019415,4039964,3552583,83611962,0,0,0,0,1675514,163566,0,1839080,0,0,0,0,221093129,221093129,221093129,663279387,2743344,841062,3584406,39689,15610431,0,15650120,0,1058718,1058718,13291952,483780185,198545407,7050379,16659342,57007727,0,763043040,10718,12711920,10468817,799515729
147,Mid Valley Hospital,2017,Omak,1021896,23090,223741,2161369,33825,239157,34267,3737345,2500,367239,369739,84306,62000,0,146306,1137603,0,0,1137603,7458235,306445,2659,7767339,3415291,2253263,114835,5783389,230997,105246,14019,350262,8089754,345627,271350,8706731,0,0,0,0,0,0,0,0,217255,2536629,2733570,5487454,20633441,5609210,3136433,29379084,0,0,0,0,639254,91958,0,731212,3709615,275729,2659,3988003,2303743,133522,114835,2552100,178007,10725,14019,202751,5594453,633480,262492,6490425,0,0,0,0,0,0,0,0,0,0,0,0,12425072,12425072,12425072,37275216,390889,82020,472909,22413,151531,0,173944,326656,0,326656,995689,14671799,10369229,917244,769060,5126469,0,31853801,427,865660,335974,34051124
148,Kindred Hospital Seattle - Northgate,2017,Seattle,1209607,86702,824986,719460,67387,13552,244960,3166654,-75979,580600,504621,3225342,0,0,3225342,0,0,0,0,41865050,30308,0,41895358,0,0,0,0,0,0,0,0,7268313,0,650864,7919177,0,0,0,0,346280,7947,0,354227,0,0,0,0,52704985,38255,650864,53394104,0,0,0,0,133472,11029,0,144501,15131743,2257913,0,17389656,0,0,0,0,0,0,0,0,5213943,437673,733395,6385011,0,0,0,0,55161,1042,0,56203,0,0,0,0,20534319,20534319,20534319,61602957,217512,64188,281700,28579,1010782,0,1039361,0,124,124,923433,45092073,3573450,0,0,0,40313585,88979108,0,0,0,89902541
150,Douglas Lincoln and Okanogan Public Hospital Di,2017,Grand Coulee,900505,70861,80698,2406853,0,229942,0,3688859,2043700,396797,2440497,147805,0,0,147805,2700469,0,0,2700469,21901958,11686,0,21913644,0,0,0,0,714858,0,0,714858,8483021,115212,154281,8752514,0,0,0,0,0,0,0,0,493,0,493,986,33948604,126898,154774,34230276,0,0,0,0,1418220,138166,0,1556386,7255136,1039349,0,8294485,0,0,0,0,494589,50335,0,544924,7212948,363821,154281,7731050,0,0,0,0,0,0,0,0,0,0,0,0,16380893,16380893,16380893,49142679,-111825,42477,-69348,15540,135299,0,150839,120775,1340697,1461472,945970,5062777,5568373,286410,485032,0,5701160,17103752,48,133960,0,18183682
152,Public Hospital District No 1 of Mason County WA,2017,Shelton,3167280,143845,527917,8092591,23007,2117965,35868,14108473,129726,455522,585248,2015498,0,0,2015498,2684920,44536,0,2729456,36087582,99224,0,36186806,21193643,99094,0,21292737,0,0,0,0,33635081,1531745,855916,36022742,0,0,0,0,42847,0,0,42847,403900,2584438,1196831,4185169,96063471,4359037,2052747,102475255,0,0,0,0,1364063,185430,0,1549493,14782357,1557614,0,16339971,7160033,1301694,0,8461727,0,0,0,0,23561329,3606960,828463,27996752,0,0,0,0,32493,4285,0,36778,0,0,0,0,46900275,46900275,46900275,140700825,365971,179600,545571,0,654920,0,654920,0,940307,940307,3388438,54539572,45085539,1768658,0,16747169,0,118140938,1479,2905052,2331531,126765959
